Region,Distance (mm),Bus Voltage (V),Shunt Voltage (V),Load Voltage (V),Current (mA),Power (mW),Sensor #
2,1672.98,4.84,0.55,4.84,5.50,26.00,2
2,1661.83,4.82,0.69,4.82,6.90,32.00,3
2,1663.04,4.86,0.62,4.86,6.40,30.00,4
2,1674.53,4.85,0.59,4.85,6.30,30.00,1
2,1657.55,4.83,0.57,4.83,5.50,26.00,2
2,1668.52,4.86,0.70,4.86,6.80,32.00,3
2,1668.87,4.85,0.62,4.85,6.20,30.00,4
2,1671.61,4.85,0.63,4.85,6.00,30.00,1
2,1667.84,4.85,0.57,4.85,5.60,30.00,2
2,1657.20,4.83,0.67,4.83,7.00,32.00,3
2,1654.12,4.86,0.59,4.86,6.20,30.00,4
2,1665.61,4.85,0.61,4.85,6.10,30.00,1
2,1657.20,4.83,0.56,4.83,5.50,26.00,2
2,1658.58,4.86,0.69,4.86,7.20,36.00,3
2,1654.63,4.85,0.62,4.85,6.20,30.00,4
2,1670.24,4.84,0.63,4.84,5.90,30.00,1
2,1666.47,4.85,0.55,4.85,5.60,26.00,2
2,1659.95,4.82,0.67,4.82,6.90,32.00,3
2,1660.63,4.84,0.62,4.84,6.40,30.00,4
2,1664.24,4.86,0.60,4.86,6.10,30.00,1
2,1646.91,4.84,0.55,4.84,5.50,26.00,2
2,1645.03,4.84,0.70,4.84,6.90,32.00,3
2,1653.95,4.86,0.61,4.86,6.10,30.00,4
2,1656.00,4.85,0.62,4.85,6.00,30.00,1
2,1648.11,4.84,0.57,4.84,5.60,26.00,2
2,1650.34,4.86,0.68,4.86,6.80,32.00,3
2,1642.80,4.84,0.60,4.84,6.00,30.00,4
2,1654.63,4.85,0.62,4.85,6.10,30.00,1
2,1646.91,4.85,0.56,4.85,5.60,26.00,2
2,1642.80,4.84,0.70,4.84,6.80,32.00,3
2,1643.83,4.85,0.63,4.85,6.30,30.00,4
2,1647.43,4.86,0.63,4.86,6.30,30.00,1
2,1639.37,4.82,0.57,4.82,5.50,26.00,2
2,1646.57,4.86,0.69,4.86,7.00,32.00,3
2,1636.62,4.85,0.62,4.85,6.10,30.00,4
2,1652.06,4.84,0.61,4.84,6.10,30.00,1
2,1636.45,4.84,0.56,4.84,5.70,26.00,2
2,1643.14,4.85,0.69,4.85,7.00,32.00,3
2,1643.66,4.84,0.63,4.84,6.10,30.00,4
2,1645.20,4.86,0.63,4.86,6.20,30.00,1
2,1634.74,4.84,0.56,4.84,5.40,26.00,2
2,1628.91,4.84,0.68,4.84,6.90,32.00,3
2,1634.91,4.86,0.62,4.86,6.20,30.00,4
2,1642.46,4.84,0.59,4.84,6.10,30.00,1
2,1642.46,4.83,0.58,4.83,5.90,30.00,2
2,1636.62,4.86,0.71,4.86,6.90,32.00,3
2,1637.48,4.84,0.64,4.84,6.30,30.00,4
2,1631.48,4.84,0.59,4.84,6.20,30.00,1
2,1621.88,4.85,0.60,4.85,5.80,30.00,2
2,1630.11,4.82,0.72,4.82,6.80,32.00,3
2,1631.14,4.85,0.62,4.85,6.00,30.00,4
2,1638.17,4.86,0.59,4.86,5.90,30.00,1
2,1620.16,4.83,0.57,4.83,5.60,26.00,2
2,1623.59,4.84,0.68,4.84,6.60,32.00,3
2,1633.37,4.86,0.62,4.86,6.10,30.00,4
2,1629.94,4.84,0.61,4.84,6.00,30.00,1
2,1617.59,4.84,0.56,4.84,5.40,26.00,2
2,1620.67,4.84,0.69,4.84,6.70,32.00,3
2,1621.19,4.84,0.60,4.84,6.10,30.00,4
2,1627.19,4.85,0.62,4.85,6.20,30.00,1
2,1624.96,4.84,0.54,4.84,5.70,26.00,2
2,1617.93,4.84,0.69,4.84,7.00,32.00,3
2,1613.64,4.85,0.62,4.85,6.10,30.00,4
2,1621.88,4.86,0.63,4.86,6.00,30.00,1
2,1626.68,4.82,0.53,4.82,5.40,26.00,2
2,1614.84,4.83,0.70,4.83,7.00,32.00,3
2,1625.13,4.86,0.64,4.86,6.00,30.00,4
2,1618.96,4.84,0.61,4.84,6.10,30.00,1
2,1627.54,4.84,0.54,4.84,5.50,26.00,2
2,1617.76,4.86,0.69,4.86,6.90,32.00,3
2,1622.73,4.84,0.60,4.84,6.10,30.00,4
2,1620.16,4.86,0.61,4.86,6.10,30.00,1
2,1608.84,4.85,0.56,4.85,5.50,26.00,2
2,1605.93,4.80,0.69,4.80,6.80,32.00,3
2,1606.10,4.85,0.62,4.85,6.30,30.00,4
2,1614.67,4.86,0.63,4.86,6.00,30.00,1
2,1610.39,4.82,0.56,4.82,5.60,26.00,2
2,1605.07,4.82,0.70,4.82,6.50,32.00,3
2,1605.58,4.86,0.63,4.86,6.30,30.00,4
2,1611.07,4.84,0.60,4.84,6.10,30.00,1
2,1613.64,4.84,0.55,4.84,5.50,26.00,2
2,1602.15,4.83,0.68,4.83,6.90,32.00,3
2,1616.22,4.84,0.62,4.84,6.00,30.00,4
2,1610.21,4.85,0.59,4.85,6.00,30.00,1
2,1609.70,4.85,0.55,4.85,5.60,26.00,2
2,1608.50,4.83,0.68,4.83,6.70,32.00,3
2,1609.53,4.86,0.61,4.86,6.20,30.00,4
2,1619.30,4.85,0.61,4.85,6.40,30.00,1
2,1599.24,4.83,0.56,4.83,5.60,26.00,2
2,1596.15,4.84,0.66,4.84,6.90,32.00,3
2,1602.32,4.86,0.60,4.86,6.10,30.00,4
2,1613.81,4.84,0.61,4.84,6.30,30.00,1
2,1605.93,4.84,0.57,4.84,5.40,26.00,2
2,1603.70,4.86,0.70,4.86,6.70,32.00,3
2,1598.72,4.84,0.61,4.84,6.20,30.00,4
2,1611.24,4.85,0.61,4.85,6.40,30.00,1
2,1603.18,4.85,0.59,4.85,5.70,26.00,2
2,1596.66,4.84,0.70,4.84,7.00,32.00,3
2,1610.21,4.85,0.61,4.85,6.20,30.00,4
2,1599.24,4.86,0.63,4.86,6.20,30.00,1
2,1591.52,4.83,0.57,4.83,5.70,26.00,2
2,1592.72,4.84,0.70,4.84,6.70,32.00,3
2,1594.44,4.86,0.61,4.86,6.00,30.00,4
2,1595.81,4.84,0.58,4.84,6.10,30.00,1
2,1597.87,4.84,0.55,4.84,5.50,26.00,2
2,1589.80,4.85,0.68,4.85,6.80,32.00,3
2,1587.06,4.84,0.62,4.84,6.40,30.00,4
2,1597.52,4.85,0.61,4.85,6.10,30.00,1
2,1586.20,4.85,0.55,4.85,5.30,26.00,2
2,1582.43,4.81,0.68,4.81,6.70,32.00,3
2,1597.87,4.84,0.61,4.84,6.30,30.00,4
2,1585.69,4.86,0.64,4.86,6.10,30.00,1
2,1596.49,4.83,0.55,4.83,5.40,26.00,2
2,1580.54,4.84,0.71,4.84,6.90,32.00,3
2,1582.60,4.86,0.60,4.86,6.10,30.00,4
2,1601.47,4.85,0.61,4.85,6.20,30.00,1
2,1586.03,4.83,0.53,4.83,5.50,26.00,2
2,1578.31,4.85,0.69,4.85,6.70,32.00,3
2,1592.89,4.85,0.62,4.85,6.20,30.00,4
2,1594.44,4.84,0.63,4.84,6.20,30.00,1
2,1583.97,4.84,0.57,4.84,5.80,26.00,2
2,1577.11,4.82,0.66,4.82,6.80,32.00,3
2,1582.77,4.84,0.62,4.84,6.10,30.00,4
2,1585.52,4.86,0.63,4.86,6.00,30.00,1
2,1577.29,4.84,0.56,4.84,5.60,26.00,2
2,1575.06,4.83,0.71,4.83,6.90,32.00,3
2,1576.26,4.86,0.64,4.86,6.30,30.00,4
2,1583.46,4.86,0.59,4.86,6.30,30.00,1
2,1573.86,4.83,0.57,4.83,5.40,26.00,2
2,1573.00,4.82,0.68,4.82,6.70,32.00,3
2,1573.34,4.86,0.64,4.86,6.20,30.00,4
2,1585.00,4.84,0.63,4.84,6.00,30.00,1
2,1572.31,4.84,0.59,4.84,5.50,26.00,2
2,1574.88,4.85,0.66,4.85,6.80,32.00,3
2,1579.86,4.84,0.63,4.84,6.00,30.00,4
2,1577.97,4.84,0.62,4.84,6.20,30.00,1
2,1579.00,4.84,0.58,4.84,5.40,30.00,2
2,1577.11,4.84,0.71,4.84,6.90,32.00,3
2,1573.34,4.84,0.63,4.84,6.30,30.00,4
2,1571.28,4.86,0.61,4.86,6.30,30.00,1
2,1571.11,4.84,0.55,4.84,5.70,26.00,2
2,1565.45,4.81,0.68,4.81,6.80,32.00,3
2,1566.65,4.86,0.63,4.86,6.10,30.00,4
2,1573.34,4.86,0.62,4.86,6.00,30.00,1
2,1569.91,4.82,0.54,4.82,5.70,26.00,2
2,1567.85,4.84,0.68,4.84,6.80,32.00,3
2,1568.88,4.86,0.62,4.86,6.10,30.00,4
2,1571.63,4.84,0.62,4.84,6.30,30.00,1
2,1573.17,4.84,0.58,4.84,5.70,26.00,2
2,1562.36,4.85,0.69,4.85,6.70,32.00,3
2,1563.22,4.84,0.60,4.84,6.10,30.00,4
2,1574.88,4.85,0.62,4.85,6.10,30.00,1
2,1562.36,4.85,0.54,4.85,5.70,26.00,2
2,1576.60,4.81,0.71,4.81,6.90,32.00,3
2,1565.11,4.85,0.62,4.85,6.20,30.00,4
2,1563.39,4.86,0.60,4.86,6.10,30.00,1
2,1559.96,4.83,0.55,4.83,5.50,26.00,2
2,1562.19,4.81,0.68,4.81,6.80,32.00,3
2,1558.93,4.86,0.61,4.86,6.20,30.00,4
2,1560.82,4.84,0.62,4.84,6.20,30.00,1
2,1562.54,4.83,0.56,4.83,5.60,26.00,2
2,1561.16,4.83,0.69,4.83,6.90,32.00,3
2,1565.97,4.85,0.61,4.85,5.90,30.00,4
2,1564.42,4.84,0.62,4.84,6.00,30.00,1
2,1557.39,4.84,0.56,4.84,5.30,26.00,2
2,1555.68,4.83,0.66,4.83,6.60,32.00,3
2,1569.91,4.84,0.61,4.84,6.20,30.00,4
2,1577.29,4.85,0.61,4.85,6.20,30.00,1
2,1556.71,4.85,0.55,4.85,5.50,26.00,2
2,1554.82,4.83,0.68,4.83,6.80,32.00,3
2,1573.68,4.85,0.61,4.85,6.10,30.00,4
2,1563.74,4.86,0.63,4.86,6.10,30.00,1
2,1555.85,4.83,0.54,4.83,5.40,26.00,2
2,1554.48,4.83,0.69,4.83,6.90,32.00,3
2,1559.96,4.86,0.62,4.86,6.30,30.00,4
2,1558.08,4.85,0.62,4.85,6.10,30.00,1
2,1559.62,4.83,0.55,4.83,5.40,26.00,2
2,1558.25,4.85,0.69,4.85,6.80,32.00,3
2,1553.79,4.85,0.61,4.85,6.30,30.00,4
2,1561.16,4.84,0.61,4.84,6.10,30.00,1
2,1549.16,4.84,0.57,4.84,5.50,26.00,2
2,1551.39,4.85,0.68,4.85,6.90,32.00,3
2,1556.88,4.84,0.63,4.84,6.40,30.00,4
2,1559.79,4.86,0.61,4.86,6.00,30.00,1
2,1551.90,4.84,0.55,4.84,5.60,26.00,2
2,1549.85,4.83,0.68,4.83,7.00,32.00,3
2,1550.87,4.84,0.59,4.84,6.50,32.00,4
2,1557.39,4.86,0.61,4.86,6.30,30.00,1
2,1549.85,4.84,0.56,4.84,5.50,26.00,2
2,1547.62,4.82,0.69,4.82,6.80,32.00,3
2,1552.93,4.86,0.61,4.86,6.10,30.00,4
2,1555.16,4.85,0.62,4.85,5.80,30.00,1
2,1547.10,4.82,0.55,4.82,5.50,26.00,2
2,1562.54,4.83,0.71,4.83,7.00,32.00,3
2,1545.56,4.85,0.61,4.85,6.20,30.00,4
2,1556.71,4.84,0.60,4.84,6.00,30.00,1
2,1553.28,4.84,0.54,4.84,5.40,26.00,2
2,1559.96,4.82,0.67,4.82,7.10,32.00,3
2,1556.19,4.84,0.62,4.84,6.30,30.00,4
2,1562.88,4.85,0.60,4.85,5.90,30.00,1
2,1550.70,4.84,0.56,4.84,5.80,26.00,2
2,1544.36,4.81,0.66,4.81,6.80,32.00,3
2,1545.39,4.84,0.65,4.84,6.50,32.00,4
2,1543.50,4.86,0.62,4.86,6.50,30.00,1
2,1539.90,4.84,0.56,4.84,5.60,26.00,2
2,1542.30,4.84,0.69,4.84,6.60,32.00,3
2,1547.27,4.86,0.62,4.86,6.00,30.00,4
2,1549.33,4.85,0.61,4.85,6.20,30.00,1
2,1546.07,4.82,0.56,4.82,5.60,26.00,2
2,1535.27,4.84,0.70,4.84,6.60,32.00,3
2,1540.41,4.86,0.62,4.86,6.20,30.00,4
2,1537.67,4.84,0.61,4.84,6.00,30.00,1
2,1534.24,4.83,0.57,4.83,5.50,26.00,2
2,1537.15,4.82,0.67,4.82,6.80,32.00,3
2,1537.50,4.84,0.59,4.84,6.20,30.00,4
2,1535.44,4.84,0.61,4.84,5.90,30.00,1
2,1536.47,4.85,0.54,4.85,5.60,26.00,2
2,1525.32,4.84,0.69,4.84,6.60,36.00,3
2,1536.47,4.84,0.62,4.84,5.90,30.00,4
2,1550.53,4.85,0.62,4.85,5.90,30.00,1
2,1538.35,4.84,0.55,4.84,5.60,26.00,2
2,1531.67,4.80,0.68,4.80,6.80,32.00,3
2,1528.41,4.85,0.61,4.85,6.10,30.00,4
2,1535.78,4.86,0.61,4.86,6.00,30.00,1
2,1527.38,4.84,0.54,4.84,5.50,26.00,2
2,1525.66,4.83,0.69,4.83,6.70,32.00,3
2,1535.61,4.86,0.59,4.86,6.20,30.00,4
2,1528.58,4.86,0.63,4.86,6.10,30.00,1
2,1529.78,4.83,0.57,4.83,5.30,26.00,2
2,1529.09,4.85,0.69,4.85,6.70,32.00,3
2,1523.95,4.86,0.62,4.86,6.10,30.00,4
2,1530.47,4.84,0.63,4.84,6.20,30.00,1
2,1531.50,4.84,0.57,4.84,5.50,26.00,2
2,1520.35,4.83,0.70,4.83,7.00,32.00,3
2,1525.15,4.85,0.62,4.85,6.20,30.00,4
2,1523.09,4.84,0.59,4.84,6.20,30.00,1
2,1515.37,4.84,0.58,4.84,5.80,26.00,2
2,1518.46,4.82,0.68,4.82,6.80,32.00,3
2,1527.89,4.84,0.61,4.84,6.00,30.00,4
2,1529.44,4.86,0.62,4.86,6.10,30.00,1
2,1516.92,4.84,0.56,4.84,5.40,30.00,2
2,1514.86,4.83,0.68,4.83,6.90,32.00,3
2,1515.37,4.85,0.64,4.85,5.90,30.00,4
2,1513.14,4.86,0.62,4.86,6.10,30.00,1
2,1518.63,4.83,0.54,4.83,5.70,26.00,2
2,1512.46,4.84,0.67,4.84,6.70,32.00,3
2,1521.89,4.86,0.63,4.86,6.10,30.00,4
2,1515.03,4.86,0.60,4.86,6.30,30.00,1
2,1526.18,4.83,0.55,4.83,5.40,26.00,2
2,1515.37,4.85,0.70,4.85,6.80,32.00,3
2,1519.32,4.86,0.61,4.86,6.20,30.00,4
2,1525.66,4.84,0.60,4.84,6.10,30.00,1
2,1517.95,4.83,0.56,4.83,5.60,26.00,2
2,1507.31,4.86,0.68,4.86,6.90,32.00,3
2,1521.38,4.84,0.63,4.84,6.20,30.00,4
2,1514.86,4.84,0.59,4.84,6.10,30.00,1
2,1516.23,4.85,0.57,4.85,5.60,26.00,2
2,1505.94,4.85,0.69,4.85,6.80,32.00,3
2,1520.35,4.84,0.63,4.84,6.10,30.00,4
2,1519.15,4.85,0.60,4.85,6.30,30.00,1
2,1507.83,4.85,0.54,4.85,5.60,26.00,2
2,1514.86,4.84,0.71,4.84,6.80,32.00,3
2,1520.69,4.84,0.63,4.84,6.00,30.00,4
2,1517.26,4.86,0.61,4.86,6.10,30.00,1
2,1510.06,4.84,0.55,4.84,5.50,26.00,2
2,1508.51,4.84,0.69,4.84,6.90,32.00,3
2,1517.43,4.86,0.60,4.86,6.20,30.00,4
2,1505.77,4.85,0.63,4.85,6.20,30.00,1
2,1502.00,4.82,0.56,4.82,5.40,30.00,2
2,1499.77,4.85,0.69,4.85,7.00,32.00,3
2,1499.25,4.86,0.60,4.86,6.10,30.00,4
2,1506.80,4.84,0.64,4.84,6.20,30.00,1
2,1498.74,4.83,0.56,4.83,5.50,26.00,2
2,1496.34,4.83,0.68,4.83,6.90,32.00,3
2,1500.45,4.85,0.62,4.85,6.20,30.00,4
2,1494.79,4.84,0.60,4.84,6.00,30.00,1
2,1500.80,4.84,0.55,4.84,5.70,26.00,2
2,1493.59,4.85,0.70,4.85,6.70,32.00,3
2,1496.34,4.84,0.61,4.84,6.40,30.00,4
2,1500.28,4.84,0.61,4.84,6.40,30.00,1
2,1478.84,4.85,0.56,4.85,5.60,26.00,2
2,1479.70,4.81,0.67,4.81,6.90,32.00,3
2,1481.59,4.84,0.63,4.84,6.00,30.00,4
2,1496.68,4.85,0.62,4.85,6.40,30.00,1
2,1480.22,4.85,0.55,4.85,5.60,26.00,2
2,1482.45,4.83,0.67,4.83,7.00,32.00,3
2,1484.68,4.85,0.60,4.85,6.10,30.00,4
2,1485.88,4.86,0.64,4.86,6.20,30.00,1
2,1482.79,4.83,0.54,4.83,5.50,26.00,2
2,1476.96,4.83,0.69,4.83,7.00,32.00,3
2,1485.36,4.85,0.63,4.85,6.10,30.00,4
2,1478.33,4.86,0.62,4.86,6.20,30.00,1
2,1454.83,4.83,0.58,4.83,5.30,26.00,2
2,1455.35,4.83,0.69,4.83,6.80,32.00,3
2,1465.12,4.86,0.64,4.86,6.30,30.00,4
2,1460.84,4.85,0.63,4.85,6.00,30.00,1
2,1458.09,4.83,0.57,4.83,5.60,26.00,2
2,1451.23,4.81,0.67,4.81,6.90,32.00,3
2,1454.32,4.86,0.60,4.86,6.40,30.00,4
2,1455.18,4.84,0.63,4.84,6.40,30.00,1
2,1464.61,4.83,0.55,4.83,5.60,26.00,2
2,1448.49,4.84,0.68,4.84,6.80,32.00,3
2,1454.32,4.85,0.64,4.85,6.00,30.00,4
2,1453.29,4.84,0.62,4.84,6.00,30.00,1
2,1444.72,4.84,0.56,4.84,5.50,26.00,2
2,1447.63,4.82,0.69,4.82,6.70,32.00,3
2,1457.75,4.85,0.62,4.85,6.20,30.00,4
2,1452.09,4.84,0.64,4.84,6.10,30.00,1
2,1460.32,4.84,0.56,4.84,5.60,26.00,2
2,1441.63,4.85,0.70,4.85,6.80,32.00,3
2,1455.35,4.84,0.62,4.84,6.30,30.00,4
2,1447.80,4.84,0.62,4.84,6.00,30.00,1
2,1445.40,4.85,0.57,4.85,5.40,26.00,2
2,1452.26,4.81,0.68,4.81,6.80,32.00,3
2,1452.78,4.84,0.61,4.84,6.30,30.00,4
2,1449.86,4.85,0.63,4.85,6.30,30.00,1
2,1442.83,4.85,0.57,4.85,5.50,30.00,2
2,1444.89,4.84,0.70,4.84,6.70,32.00,3
2,1439.74,4.84,0.60,4.84,6.00,30.00,4
2,1448.15,4.86,0.64,4.86,6.10,30.00,1
2,1444.54,4.85,0.56,4.85,5.70,26.00,2
2,1436.48,4.84,0.70,4.84,7.10,32.00,3
2,1438.20,4.84,0.63,4.84,6.10,30.00,4
2,1445.23,4.86,0.61,4.86,6.10,30.00,1
2,1441.97,4.84,0.53,4.84,5.70,26.00,2
2,1435.11,4.80,0.68,4.80,7.00,32.00,3
2,1434.43,4.84,0.61,4.84,6.00,30.00,4
2,1438.20,4.86,0.61,4.86,6.10,30.00,1
2,1434.43,4.84,0.55,4.84,5.80,30.00,2
2,1435.63,4.81,0.67,4.81,6.80,32.00,3
2,1437.00,4.85,0.62,4.85,6.30,30.00,4
2,1443.86,4.85,0.64,4.85,6.10,30.00,1
2,1440.26,4.84,0.54,4.84,5.70,26.00,2
2,1424.65,4.82,0.71,4.82,6.90,32.00,3
2,1437.51,4.86,0.62,4.86,6.20,30.00,4
2,1440.94,4.86,0.60,4.86,6.00,30.00,1
2,1432.71,4.83,0.58,4.83,5.40,26.00,2
2,1425.17,4.83,0.69,4.83,7.00,32.00,3
2,1435.63,4.86,0.63,4.86,6.10,30.00,4
2,1436.66,4.85,0.59,4.85,6.30,32.00,1
2,1425.51,4.84,0.54,4.84,5.70,26.00,2
2,1427.74,4.84,0.67,4.84,6.70,32.00,3
2,1428.42,4.86,0.64,4.86,6.20,30.00,4
2,1426.02,4.85,0.60,4.85,6.20,30.00,1
2,1426.02,4.83,0.55,4.83,5.60,26.00,2
2,1420.53,4.84,0.70,4.84,6.90,32.00,3
2,1428.77,4.86,0.62,4.86,6.30,30.00,4
2,1423.11,4.84,0.61,4.84,5.80,30.00,1
2,1419.85,4.83,0.54,4.83,5.60,26.00,2
2,1422.08,4.83,0.70,4.83,6.90,32.00,3
2,1426.71,4.86,0.62,4.86,6.10,30.00,4
2,1420.36,4.84,0.61,4.84,6.20,30.00,1
2,1412.65,4.83,0.56,4.83,5.60,26.00,2
2,1419.33,4.82,0.68,4.82,7.00,32.00,3
2,1424.31,4.86,0.64,4.86,6.20,30.00,4
2,1416.42,4.84,0.62,4.84,6.00,30.00,1
2,1409.90,4.83,0.55,4.83,5.40,26.00,2
2,1428.42,4.82,0.70,4.82,6.90,32.00,3
2,1421.22,4.86,0.61,4.86,6.20,30.00,4
2,1414.02,4.84,0.62,4.84,6.20,30.00,1
2,1415.56,4.84,0.55,4.84,5.60,26.00,2
2,1421.05,4.85,0.68,4.85,6.70,32.00,3
2,1413.50,4.85,0.60,4.85,6.30,30.00,4
2,1415.22,4.84,0.62,4.84,6.10,30.00,1
2,1412.47,4.84,0.56,4.84,5.70,26.00,2
2,1409.56,4.84,0.67,4.84,7.10,32.00,3
2,1406.47,4.85,0.60,4.85,6.30,30.00,4
2,1408.36,4.84,0.60,4.84,6.30,30.00,1
2,1405.27,4.84,0.58,4.84,5.70,26.00,2
2,1402.87,4.85,0.67,4.85,6.60,32.00,3
2,1411.96,4.84,0.62,4.84,6.00,30.00,4
2,1414.36,4.84,0.61,4.84,6.20,30.00,1
2,1402.53,4.84,0.56,4.84,5.60,26.00,2
2,1399.78,4.84,0.69,4.84,7.00,32.00,3
2,1403.21,4.85,0.61,4.85,6.40,30.00,4
2,1402.53,4.84,0.61,4.84,6.10,30.00,1
2,1399.10,4.85,0.55,4.85,5.80,30.00,2
2,1401.33,4.85,0.68,4.85,6.80,32.00,3
2,1414.53,4.84,0.60,4.84,6.00,30.00,4
2,1399.44,4.84,0.62,4.84,6.10,30.00,1
2,1391.55,4.85,0.56,4.85,5.50,26.00,2
2,1393.61,4.82,0.69,4.82,6.90,32.00,3
2,1398.07,4.84,0.59,4.84,6.30,30.00,4
2,1400.98,4.85,0.61,4.85,6.00,30.00,1
2,1405.96,4.85,0.56,4.85,5.70,26.00,2
2,1390.35,4.84,0.67,4.84,6.80,32.00,3
2,1066.90,4.85,0.62,4.85,6.00,30.00,4
2,1393.44,4.84,0.63,4.84,6.20,30.00,1
2,1394.64,4.85,0.54,4.85,5.50,26.00,2
2,1387.78,4.85,0.69,4.85,7.10,32.00,3
2,1046.49,4.85,0.61,4.85,6.20,30.00,4
2,1398.07,4.84,0.61,4.84,6.10,30.00,1
2,1386.75,4.84,0.56,4.84,5.80,30.00,2
2,1384.52,4.82,0.67,4.82,6.90,32.00,3
2,1388.98,4.84,0.61,4.84,6.20,30.00,4
2,1387.43,4.84,0.62,4.84,6.40,30.00,1
2,1383.83,4.84,0.55,4.84,5.70,26.00,2
2,1389.32,4.82,0.68,4.82,6.90,32.00,3
2,1381.26,4.85,0.63,4.85,6.20,30.00,4
2,1379.55,4.84,0.60,4.84,6.10,30.00,1
2,1393.61,4.84,0.56,4.84,5.40,26.00,2
2,1387.26,4.82,0.67,4.82,7.20,32.00,3
2,1050.95,4.85,0.63,4.85,6.20,30.00,4
2,1381.09,4.84,0.63,4.84,6.10,30.00,1
2,1377.32,4.84,0.57,4.84,5.50,26.00,2
2,1375.09,4.82,0.65,4.82,7.00,32.00,3
2,1379.55,4.85,0.62,4.85,6.40,30.00,4
2,1377.66,4.84,0.62,4.84,6.40,30.00,1
2,1374.40,4.84,0.55,4.84,5.60,26.00,2
2,1380.75,4.85,0.70,4.85,6.70,32.00,3
2,1372.34,4.85,0.62,4.85,6.30,30.00,4
2,1374.92,4.84,0.63,4.84,6.20,30.00,1
2,1371.14,4.84,0.51,4.84,5.60,26.00,2
2,1369.43,4.85,0.68,4.85,6.90,32.00,3
2,1375.09,4.85,0.65,4.85,6.20,30.00,4
2,1372.51,4.84,0.61,4.84,6.00,30.00,1
2,1377.49,4.84,0.56,4.84,5.70,26.00,2
2,1375.60,4.84,0.68,4.84,6.80,32.00,3
2,1375.77,4.85,0.63,4.85,6.20,30.00,4
2,1369.26,4.84,0.62,4.84,6.20,30.00,1
2,1378.86,4.84,0.56,4.84,5.50,26.00,2
2,1363.42,4.82,0.70,4.82,6.70,32.00,3
2,1368.57,4.85,0.62,4.85,5.90,30.00,4
2,1366.17,4.84,0.60,4.84,6.10,30.00,1
2,1367.20,4.84,0.56,4.84,5.30,30.00,2
2,1355.36,4.85,0.69,4.85,6.70,32.00,3
2,1364.80,4.86,0.62,4.86,6.30,30.00,4
2,1367.20,4.84,0.61,4.84,6.40,30.00,1
2,1359.31,4.84,0.56,4.84,5.60,26.00,2
2,1366.17,4.82,0.69,4.82,7.00,32.00,3
2,1357.77,4.85,0.59,4.85,5.90,30.00,4
2,1355.02,4.84,0.57,4.84,6.10,30.00,1
2,1352.79,4.84,0.56,4.84,5.70,26.00,2
2,1362.91,4.85,0.68,4.85,6.80,32.00,3
2,1353.99,4.85,0.63,4.85,6.10,30.00,4
2,1365.65,4.84,0.60,4.84,6.10,30.00,1
2,1353.14,4.84,0.58,4.84,5.50,26.00,2
2,1355.71,4.85,0.70,4.85,6.70,32.00,3
2,1352.62,4.85,0.63,4.85,6.10,30.00,4
2,1362.74,4.84,0.61,4.84,6.00,30.00,1
2,1345.76,4.84,0.55,4.84,5.30,26.00,2
2,1343.53,4.82,0.68,4.82,6.80,32.00,3
2,1348.33,4.85,0.62,4.85,6.20,30.00,4
2,1354.85,4.84,0.61,4.84,6.20,30.00,1
2,1347.13,4.84,0.58,4.84,5.50,26.00,2
2,1355.02,4.84,0.67,4.84,6.90,32.00,3
2,1345.25,4.86,0.61,4.86,6.20,30.00,4
2,1347.82,4.84,0.62,4.84,6.10,30.00,1
2,1344.56,4.84,0.55,4.84,5.60,26.00,2
2,1337.70,4.85,0.68,4.85,6.90,32.00,3
2,1346.28,4.86,0.61,4.86,6.50,32.00,4
2,1349.36,4.84,0.63,4.84,6.10,30.00,1
2,1345.76,4.84,0.57,4.84,5.60,26.00,2
2,1338.73,4.85,0.70,4.85,6.90,32.00,3
2,1352.79,4.86,0.60,4.86,6.30,30.00,4
2,1342.16,4.84,0.61,4.84,6.10,30.00,1
2,1334.10,4.83,0.55,4.83,5.40,26.00,2
2,1352.79,4.85,0.68,4.85,6.60,32.00,3
2,1344.73,4.86,0.61,4.86,6.20,30.00,4
2,1342.84,4.84,0.61,4.84,6.00,30.00,1
2,1334.61,4.83,0.56,4.83,5.60,26.00,2
2,1332.21,4.84,0.67,4.84,6.80,32.00,3
2,1332.73,4.86,0.62,4.86,6.20,30.00,4
2,1335.13,4.84,0.62,4.84,6.10,30.00,1
2,1331.53,4.83,0.57,4.83,5.50,26.00,2
2,1333.93,4.83,0.68,4.83,6.90,32.00,3
2,1334.10,4.86,0.64,4.86,6.00,30.00,4
2,1331.87,4.85,0.63,4.85,6.20,30.00,1
2,1337.01,4.83,0.56,4.83,5.70,26.00,2
2,1321.92,4.81,0.69,4.81,6.90,32.00,3
2,1331.18,4.86,0.60,4.86,6.30,30.00,4
2,1324.15,4.85,0.62,4.85,6.10,30.00,1
2,1320.55,4.83,0.55,4.83,5.80,30.00,2
2,1336.16,4.83,0.66,4.83,6.60,32.00,3
2,1323.29,4.86,0.63,4.86,6.30,30.00,4
2,1326.72,4.85,0.63,4.85,6.10,30.00,1
2,1322.27,4.83,0.54,4.83,5.60,26.00,2
2,1319.86,4.82,0.68,4.82,6.90,32.00,3
2,1320.72,4.86,0.62,4.86,6.40,30.00,4
2,1327.92,4.86,0.60,4.86,6.30,30.00,1
